Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions,new_descriptions
Toileting problems,284905001,3973,,Diff perform toilet activity,,,,Difficulty performing toileting activities
Toileting problems,284901005,Xa2w6,,Unable perform toilet activit,,,,Unable to perform toileting activities
Toileting problems,284908004,Xa2wC,,Unable to use lavatory,,,,Unable to use lavatory
Toileting problems,301542000,Xa80E,efi-toilet,Difficulty getting on and off toilet,,,,Difficulty getting on and off toilet
Toileting problems,301545003,Xa80H,efi-toilet,Unable to get on to toilet,,,,Unable to get on to toilet
Toileting problems,301551008,Xa80N,efi-toilet,Unable to get off toilet,,,,Unable to get off toilet
Toileting problems,8.21221E+14,XaYw3,,Difficulty accessing toilet,,,,Difficulty accessing toilet (finding)
Transient ischaemic attack,161511000,14AB.,,H/O: TIA,,,,H/O: TIA
Transient ischaemic attack,88032003,F4236,,Amaurosis fugax,,,,Amaurosis fugax
Transient ischaemic attack,266257000,G65z.,,Transient cerebral ischaemia NOS,,,,TIA
Transient ischaemic attack,230716006,Y00dw,qof-stroke_tia,Carotid terr trans ischaem att,,,,Anterior circulation transient ischaemic attack
Transient ischaemic attack,230717002,Y00e0,qof-stroke_tia,Vertebro-bas trans ischaem att,,,,Vertebrobasilar territory transient ischemic attack
Transient ischaemic attack,7.51371E+14,YatuJ,qof-stroke_tia,[V]Pers hist trans isch attack,,,,Personal history of transient ischaemic attack (situation)
Urinary incontinence,161794005,1593,efi-urinary,H/O: stress incontinence,,18,If code recorded age>18,H/O: stress incontinence
Urinary incontinence,165232002,1A23.,efi-urinary,Urinary incontinence,,18,If code recorded age>18,Bladder: incontinent
Urinary incontinence,22220005,1A24.,efi-urinary,Stress incontinence (& symptom),,18,If code recorded age>18,Stress incontinence
Urinary incontinence,87557004,1A26.,efi-urinary,Urge incontinence of urine,,18,If code recorded age>18,Urge incontinence
Urinary incontinence,165233007,3941,efi-urinary,Bladder: occasional accident,,18,If code recorded age>18,Bladder: occasional accident
Urinary incontinence,366279009,8D7..,efi-urinary,Incontinence control (& bladder),,18,If code recorded age>18,Bladder control - finding
Urinary incontinence,37799002,8D7..,efi-urinary,Incontinence control (& bladder),,18,If code recorded age>18,Urinary bladder training
Urinary incontinence,266826009,8D7..,efi-urinary,Incontinence control (& bladder),,18,If code recorded age>18,Incontinence control
Urinary incontinence,60241006,K586.,efi-urinary,Stress incontinence - female,,18,If code recorded age>18,Female stress incontinence
Urinary incontinence,78459008,X30C5,efi-urinary,Double incontinence,,18,If code recorded age>18,Total incontinence
Urinary incontinence,236241009,X30F3,efi-urinary,Bladder neck operation for female stress incontinence,,18,If code recorded age>18,Bladder neck operation for female stress incontinence
Urinary incontinence,236272008,X30Fl,efi-urinary,Activation of bulbar urethral prosthesis for incontinence,,18,If code recorded age>18,Activation of bulbar urethral prosthesis for incontinence
Urinary incontinence,236659004,X30OH,efi-urinary,Cough - urge incontinence of urine,,18,If code recorded age>18,Cough - urge incontinence of urine
Urinary incontinence,236660009,X30OI,efi-urinary,Giggle incontinence of urine,,18,If code recorded age>18,Giggle incontinence of urine
Urinary incontinence,397878005,X30OJ,efi-urinary,Overflow incontinence of urine,,18,If code recorded age>18,Overflow incontinence of urine (finding)
Urinary incontinence,90987003,X30OK,efi-urinary,Reflex incontinence of urine,,18,If code recorded age>18,Reflex incontinence
Urinary incontinence,370555000,X30OL,efi-urinary,Urinary sphincter weakness incontinence,,18,If code recorded age>18,Urinary incontinence due to urethral sphincter incompetence (finding)
Urinary incontinence,236664000,X30ON,efi-urinary,Post-micturition incontinence,,18,If code recorded age>18,Post-micturition incontinence
Urinary incontinence,236665004,X30OO,efi-urinary,Postural urinary incontinence,,18,If code recorded age>18,Postural urinary incontinence
Urinary incontinence,42112009,X30OP,efi-urinary,Urinary incontinence of non-organic origin,,18,If code recorded age>18,Functional incontinence
Urinary incontinence,236666003,X30OQ,efi-urinary,Dependency urinary incontinence,,18,If code recorded age>18,Dependency urinary incontinence
Urinary incontinence,236667007,X30OR,efi-urinary,Psychogenic urinary incontinence,,18,If code recorded age>18,Psychogenic urinary incontinence
Urinary incontinence,249282008,X76Xh,efi-urinary,Frequency of incontinence,,18,If code recorded age>18,Frequency of incontinence
Urinary incontinence,249284009,X76Xj,efi-urinary,Unaware of passing urine,,18,If code recorded age>18,Unaware of passing urine
Urinary incontinence,265597008,XE0Gh,efi-urinary,Implantation of bulbar urethral prosthesis for incontinence,,18,If code recorded age>18,Implantation of bulbar urethral prosthesis for incontinence
Urinary incontinence,287775004,Xa3t7,efi-urinary,Urinary incontinence/sling operation,,18,If code recorded age>18,Urinary incontinence/sling operation
Urinary incontinence,303088008,Xa9G7,efi-urinary,Bladder neck incompetence,,18,If code recorded age>18,Bladder neck weakness
Urinary incontinence,415274007,XaJtx,efi-urinary,Referral to incontinence clinic,,18,If code recorded age>18,Referral to incontinence clinic (procedure)
Urinary incontinence,59661004,XaMAm,efi-urinary,Insertion retropubic device stress urinary incontinence NEC,,18,If code recorded age>18,Repair of urinary stress incontinence
Urinary incontinence,326526004,gd...,efi-urinary,"Drugs for enuresis, urinary frequency and incontinence",,18,If code recorded age>18,"Drugs for enuresis, urinary frequency and incontinence"
Urinary system disease,275552000,14D..,efi-urinary_disease,H/O: urinary disease (& [kidney]),5,,,H/O: kidney disease
Urinary system disease,267002001,14D..,efi-urinary_disease,H/O: urinary disease (& [kidney]),5,,,H/O: urinary disease
Urinary system disease,28442001,1A1..,efi-urinary_disease,(Frequency of micturition) or (polyuria),5,,,Increased urine volume
Urinary system disease,300471006,1A1..,efi-urinary_disease,(Frequency of micturition) or (polyuria),5,,,Finding of frequency of urination
Urinary system disease,162116003,1A1..,efi-urinary_disease,(Frequency of micturition) or (polyuria),5,,,Increased frequency of urination
Urinary system disease,139394000,1A13.,efi-urinary_disease,Nocturia,5,,,Nocturia
Urinary system disease,49650001,1A55.,efi-urinary_disease,Dysuria,5,,,Dysuria
Urinary system disease,11441004,1AA..,efi-urinary_disease,Prostatism,,,,Prostatism
Urinary system disease,90199006,7B390,efi-urinary_disease,Transurethral prostatectomy,,,,Transurethral prostatectomy
Urinary system disease,182524008,8156,efi-urinary_disease,Attention to urinary catheter,,,,Attention to urinary catheter
Urinary system disease,225087008,8156,efi-urinary_disease,Attention to urinary catheter,,,,Urinary catheter appliance procedures
Urinary system disease,183552008,8H5B.,efi-urinary_disease,Referred to urologist,5,,,Referred to urologist
Urinary system disease,42030000,K....,efi-urinary_disease,Genitourinary system diseases,5,,,Disease of the genitourinary system
Urinary system disease,197853008,K155.,efi-urinary_disease,Recurrent cystitis,,,,Recurrent cystitis
Urinary system disease,61033006,K16y4,efi-urinary_disease,Detrusor instability,,,,Detrusor instability of bladder
Urinary system disease,68566005,K190.,efi-urinary_disease,Urinary tract infection: [site not specified] or [recurrent],5,,,Urinary tract infectious disease
Urinary system disease,197927001,K190.,efi-urinary_disease,Urinary tract infection: [site not specified] or [recurrent],5,,,Recurrent urinary tract infection
Urinary system disease,197939009,K1971,efi-urinary_disease,Painful haematuria,5,,,Painful hematuria
Urinary system disease,197941005,K1973,efi-urinary_disease,Frank haematuria,5,,,Frank hematuria
Urinary system disease,249274008,R08..,efi-urinary_disease,[D]Urinary system symptoms,5,,,Urinary symptoms
Urinary system disease,42063007,R08..,efi-urinary_disease,[D]Urinary system symptoms,5,,,Sign or symptom of the urinary system
Urinary system disease,267064002,R082.,efi-urinary_disease,[D]Retention of urine,,,,Retention of urine
Urinary system disease,236648008,R0822,efi-urinary_disease,[D]Acute retention of urine,,,,Acute retention of urine
Urinary system disease,236633002,X30Nk,efi-urinary_disease,Bladder muscle dysfunction - overactive,,,,Bladder muscle dysfunction - overactive
Urinary system disease,81021006,XE0e6,efi-urinary_disease,Benign prostatic hyperplasia,,,,Myoma of prostate
Urinary system disease,266569009,XE0e6,efi-urinary_disease,Benign prostatic hyperplasia,,,,Benign prostatic hyperplasia
Urinary system disease,47014000,XE0e6,efi-urinary_disease,Benign prostatic hyperplasia,,,,Fibroma of prostate
Urinary system disease,275413005,XM1Oy,efi-urinary_disease,Blocked catheter,,,,Blocked catheter
Urinary system disease,307541003,XaB9O,efi-urinary_disease,Lower urinary tract symptoms,5,,,Lower urinary tract symptoms
Visual impairment,161489009,1483,efi-visual,H/O: cataract,,,,H/O: cataract
Visual impairment,105597003,1B75.,efi-visual,Blindness,,,,Blindness AND/OR vision impairment level
Visual impairment,2.40311E+14,1B75.,efi-visual,Blindness,,,,Loss of vision (disorder)
Visual impairment,162811006,22E5.,efi-visual,O/E - cataract present,,,,O/E - cataract present
Visual impairment,4855003,2BBF.00,mar-diabetes,retinal abnormality - diabetes related,,,,Diabetic retinopathy
Visual impairment,390854003,2BBL.00,mar-diabetes,o/e - diabetic maculopathy present both eyes,,,,O/E - diabetic maculopathy present both eyes (context-dependent category)
Visual impairment,408409007,2BBP.00,mar-diabetes,o/e - right eye background diabetic retinopathy,,,,O/E - right eye background diabetic retinopathy (context-dependent category)
Visual impairment,408410002,2BBQ.00,mar-diabetes,o/e - left eye background diabetic retinopathy,,,,O/E - left eye background diabetic retinopathy (context-dependent category)
Visual impairment,408411003,2BBR.00,mar-diabetes,o/e - right eye preproliferative diabetic retinopathy,,,,O/E - right eye preproliferative diabetic retinopathy (context-dependent category)
Visual impairment,408412005,2BBS.00,mar-diabetes,o/e - left eye preproliferative diabetic retinopathy,,,,O/E - left eye preproliferative diabetic retinopathy (context-dependent category)
Visual impairment,408413000,2BBT.00,mar-diabetes,o/e - right eye proliferative diabetic retinopathy,,,,O/E - right eye proliferative diabetic retinopathy (context-dependent category)
Visual impairment,408414006,2BBV.00,mar-diabetes,o/e - left eye proliferative diabetic retinopathy,,,,O/E - left eye proliferative diabetic retinopathy (context-dependent category)
Visual impairment,408415007,2BBW.00,mar-diabetes,o/e - right eye diabetic maculopathy,,,,O/E - right eye diabetic maculopathy (context-dependent category)
Visual impairment,769244003,2BBW.00,mar-diabetes,o/e - right eye diabetic maculopathy,,,,Diabetic maculopathy of right eye
Visual impairment,408416008,2BBX.00,mar-diabetes,o/e - left eye diabetic maculopathy,,,,O/E - left eye diabetic maculopathy (context-dependent category)
Visual impairment,414910007,2BBk.00,mar-diabetes,o/e - right eye stable treated prolif diabetic retinopathy,,,,O/E - right eye stable treated proliferative diabetic retinopathy (context-dependent category)
Visual impairment,414894003,2BBl.00,mar-diabetes,o/e - left eye stable treated prolif diabetic retinopathy,,,,O/E - left eye stable treated proliferative diabetic retinopathy (context-dependent category)
Visual impairment,417677008,2BBo.00,mar-diabetes,o/e - sight threatening diabetic retinopathy,,,,O/E - sight threatening diabetic retinopathy (context-dependent category)
Visual impairment,3.73041E+14,2BBr.00,mar-diabetes,impaired vision due to diabetic retinopathy,,,,Impaired vision due to diabetic retinopathy (finding)
Visual impairment,170727003,6689,efi-visual,Registered blind,,,,Registered blind
Visual impairment,5130002,72661,efi-visual,Discission of cataract,,,,Extraction of primary membranous cataract by discission
Visual impairment,413180006,7276,mar-diabetes,pan retinal photocoagulation for diabetes,,,,Pan retinal photocoagulation for diabetes (procedure)
Visual impairment,266742006,8F6..,efi-visual,Specific disability rehabilitation (& blind),,,,Specific disability rehabilitation
Visual impairment,183361009,8F6..,efi-visual,Specific disability rehabilitation (& blind),,,,Blind rehabilitation
Visual impairment,183543004,8H52.,efi-visual,Referral to ophthalmology service,5,,,Ophthalmological referral
Visual impairment,408384004,8HBG.00,mar-diabetes,diabetic retinopathy 12 month review,,,,Diabetic retinopathy 12 month review (finding)
Visual impairment,313340009,9N1v.00,mar-diabetes,seen in diabetic eye clinic,,,,Seen in diabetic eye clinic
Visual impairment,25093002,C105.00,mar-diabetes,diabetes mellitus with ophthalmic manifestation,,,,Diabetic oculopathy
Visual impairment,739681000,C105000,mar-diabetes,"diabetes mellitus, juvenile type, + ophthalmic manifestation",,,,Diabetic oculopathy due to type I diabetes mellitus
Visual impairment,422099009,C105100,mar-diabetes,"diabetes mellitus, adult onset, + ophthalmic manifestation",,,,Diabetic oculopathy associated with type II diabetes mellitus (disorder)
Visual impairment,421165007,C108112,mar-diabetes,type 1 diabetes mellitus with ophthalmic complications,,,,Diabetic oculopathy associated with type I diabetes mellitus (disorder)
Visual impairment,420789003,C1087,efi-diabetes,Type I diabetes mellitus with retinopathy,,,,Diabetic retinopathy associated with type I diabetes mellitus (disorder)
Visual impairment,421920002,C108F00,mar-diabetes,insulin dependent diabetes mellitus with diabetic cataract,,,,Diabetic cataract associated with type I diabetes mellitus (disorder)
Visual impairment,43959009,C108F00,mar-diabetes,insulin dependent diabetes mellitus with diabetic cataract,,,,Diabetic cataract
Visual impairment,422034002,C1096,efi-diabetes,Type II diabetes mellitus with retinopathy,,,,Diabetic retinopathy associated with type II diabetes mellitus (disorder)
Visual impairment,420756003,C109E11,mar-diabetes,type ii diabetes mellitus with diabetic cataract,,,,Diabetic cataract associated with type II diabetes mellitus (disorder)
Visual impairment,420486006,C10EP11,mar-diabetes,type i diabetes mellitus with exudative maculopathy,,,,Exudative maculopathy associated with type I diabetes mellitus (disorder)
Visual impairment,264008,F404200,mar-hypertension,blind hypertensive eye,,,,Blind hypertensive eye
Visual impairment,390834004,F4200,efi-diabetes,Background diabetic retinopathy,,,,Non proliferative diabetic retinopathy (disorder)
Visual impairment,59276001,F420100,mar-diabetes,proliferative diabetic retinopathy,,,,Proliferative diabetic retinopathy
Visual impairment,193349004,F420200,mar-diabetes,preproliferative diabetic retinopathy,,,,Preproliferative diabetic retinopathy
Visual impairment,193350004,F420300,mar-diabetes,advanced diabetic maculopathy,,,,Advanced diabetic maculopathy
Visual impairment,232020009,F420400,mar-diabetes,diabetic maculopathy,,,,Diabetic maculopathy
Visual impairment,311782002,F420500,mar-diabetes,advanced diabetic retinal disease,,,,Advanced diabetic retinal disease
Visual impairment,312907002,F420700,mar-diabetes,high risk proliferative diabetic retinopathy,,,,Proliferative diabetic retinopathy - high risk
Visual impairment,312905005,F420800,mar-diabetes,high risk non proliferative diabetic retinopathy,,,,Severe non proliferative diabetic retinopathy
Visual impairment,29555009,F422.,efi-visual,Other proliferative retinopathy,,,,Retinal disorder
Visual impairment,4.30801E+14,F422.,efi-visual,Other proliferative retinopathy,,,,Proliferative retinopathy (disorder)
Visual impairment,61267008,F422z,efi-visual,Proliferative retinopathy NOS,,,,Retinal neovascularization
Visual impairment,24596005,F4239,efi-visual,Branch retinal vein occlusion,,,,Venous retinal branch occlusion
Visual impairment,267718000,F425.,efi-visual,(Degeneratn macula & posterior pole) or (senile macul degen),,,,Age related macular degeneration
Visual impairment,267611002,F425.,efi-visual,(Degeneratn macula & posterior pole) or (senile macul degen),,,,Degeneration of macula and posterior pole
Visual impairment,422338006,F4250,efi-visual,Unspecified senile macular degeneration,,,,Degenerative disorder of macula (disorder)
Visual impairment,414875008,F4251,efi-visual,Atrophic age-related macular degeneration,,,,Nonexudative age-related macular degeneration (disorder)
Visual impairment,414173003,F4252,efi-visual,Subretinal neovascularisation of macula,,,,Exudative age-related macular degeneration (disorder)
Visual impairment,267612009,F4253,efi-visual,Cystoid macular oedema,,,,"Degeneration of macula due to cyst, hole or pseudohole"
Visual impairment,193387007,F4253,efi-visual,Cystoid macular oedema,,,,Cystoid macular edema
